N,P,K,temperature,humidity,ph,durationmonths,rainfall,period,label
27.0,60.0,17.0,26.41768321,63.64698302,7.02679535900000,3,64.42177127,summer,blackgram
52.0,65.0,20.0,32.81705216,66.15665137,6.814301033000000,3,68.83924882,summer,blackgram
44.0,55.0,25.0,29.632105200000000,65.91359954,7.42160832,3,71.16331975,summer,blackgram
21.0,62.0,24.0,33.49077065,62.73317204,6.8473829,3,65.45328463,summer,blackgram
60.0,59.0,22.0,31.86847286,66.74217464,7.191522601000000,3,74.22238583,summer,blackgram
33.0,77.0,21.0,30.32992227,65.62971858,7.01285529,3,71.64631281,summer,blackgram
59.0,58.0,17.0,28.546224000,66.31394098,7.368318809000000,3,62.83469851,summer,blackgram
29.0,63.0,17.0,30.02629908,67.88811637,7.26154329,3,66.47264636,summer,blackgram
59.0,63.0,18.0,31.65531175,60.13263713,6.52669158,3,66.69096751,summer,blackgram
29.0,70.0,15.0,30.33499674,63.54718862,6.872594461000000,3,74.16699119,summer,blackgram
58.0,73.0,16.0,33.36984395,65.67718163,6.874142175000000,3,64.89517488,summer,blackgram
55.0,77.0,22.0,31.434505900000000,62.99303471,7.76061831,3,64.77651469,summer,blackgram
42.0,79.0,23.0,27.71678273,63.29103387,6.781841984000000,3,68.56507978,summer,blackgram
44.0,77.0,21.0,32.63918668,61.300905100000000,7.326980454000000,3,61.83876146,summer,blackgram
38.0,62.0,25.0,32.747739300000000,67.77954584,7.453975408000000,3,63.37784443,summer,blackgram
40.0,72.0,77.0,17.02498456,16.98861173,7.485996067000000,3,88.55123143,winter,chickpea
23.0,72.0,84.0,19.02061277,17.13159126,6.920251378000000,3,79.92698081,winter,chickpea
39.0,58.0,85.0,17.88776475,15.40589717,5.9969320,3,68.54932919,winter,chickpea
22.0,72.0,85.0,18.86805647,15.65809214,6.391173589000000,3,88.51048983,winter,chickpea
36.0,67.0,77.0,18.36952567,19.56381041,7.15281117200000,3,79.26357665,winter,chickpea
32.0,73.0,81.0,20.45078582,15.40312102,5.98899279600000,3,92.68373702,winter,chickpea
58.0,70.0,84.0,20.654320300000000,16.60820843,6.23104902800000,3,74.663111800000000,winter,chickpea
59.0,70.0,84.0,17.334868100000000,18.74926979,7.55080826700000,3,82.61734721,winter,chickpea
42.0,62.0,75.0,18.17912258,18.90426935,7.010570541000000,3,81.84997529,winter,chickpea
28.0,74.0,81.0,18.01272266,18.30968112,8.753795334000000,3,81.98568791,winter,chickpea
58.0,66.0,79.0,20.99373558,19.33470387,8.71819284700000,3,93.55280105,winter,chickpea
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593000000,3,74.58565097,winter,chickpea
58.0,63.0,81.0,19.81344531,14.69765308,6.51549954900000,3,78.96514709,winter,chickpea
23.0,62.0,85.0,18.97424756,19.516121600000000,8.490127142000000,3,80.710874500000000,winter,chickpea
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562000000,3,70.18185181,winter,chickpea
28.0,72.0,84.0,18.72963144,19.18197264,6.48178304300000,3,71.58010169,winter,chickpea
50.0,56.0,76.0,20.99502153,19.860130400000000,7.966605025000000,3,73.50734019,winter,chickpea
39.0,71.0,84.0,20.28155898,16.39535215,8.140825437000000,3,82.52339655,winter,chickpea
25.0,78.0,76.0,17.48042641,15.755940500000000,7.228963452000000,3,66.96980581,winter,chickpea
31.0,70.0,77.0,20.88818675,14.32313811,6.492546046000000,3,90.46228334,winter,chickpea
26.0,80.0,83.0,17.08498521,16.14565756,7.52859995700000,3,71.31007253,winter,chickpea
25.0,68.0,77.0,20.09340593,15.11279612,7.701446446000000,3,85.74904898,winter,chickpea
31.0,78.0,76.0,17.57212145,14.99927489,8.519975748000000,3,89.31050665,winter,chickpea
60.0,68.0,83.0,19.12065218,18.43475844,6.620900869000000,3,85.52950164,winter,chickpea
59.0,62.0,83.0,18.57665902,19.22008229,8.10439605800000,3,72.94940441,winter,chickpea
22.0,67.0,78.0,17.16606398,14.42457525,6.204090835000000,3,72.32667516,winter,chickpea
36.0,65.0,80.0,18.287200700000000,16.67921616,6.051091339000000,3,74.87445574,winter,chickpea
59.0,60.0,84.0,19.03025305,18.66725565,7.69096233800000,3,94.70992037,winter,chickpea
54.0,77.0,85.0,17.14186140000000,17.066242700000000,7.8292111,3,83.74606679,winter,chickpea
43.0,68.0,81.0,17.47809436,17.93253975,6.761599706000000,3,78.92060234,winter,chickpea
28.0,76.0,82.0,20.56601874,14.25803981,6.654425315000000,3,83.75937135,winter,chickpea
42.0,79.0,85.0,17.22385224,15.82069268,6.129533877000000,3,76.57580954,winter,chickpea
32.0,60.0,83.0,19.69141713,19.44225438,8.829273328000000,3,91.76071648,winter,chickpea
22.0,78.0,76.0,17.84851658,19.09172907,8.621662982000000,3,76.32470713,winter,chickpea
31.0,79.0,75.0,18.820225100000000,16.107479300000000,8.204862075000000,3,89.73119396,winter,chickpea
28.0,58.0,81.0,17.47500984,16.54314829,6.18042747,3,93.35034262,winter,chickpea
57.0,58.0,77.0,18.72649425,17.58406365,7.978996755000000,3,81.20176515,winter,chickpea
49.0,55.0,78.0,18.65580107,16.17772668,7.863113671000000,3,81.70769297,winter,chickpea
46.0,76.0,77.0,18.235675100000000,19.68538502,6.967843048000000,3,83.74879344,winter,chickpea
54.0,61.0,77.0,18.81198127,15.21618225,6.20658219300000,3,77.542942,winter,chickpea
38.0,60.0,76.0,18.65054116,17.80852431,8.868741443000000,3,77.92798682,winter,chickpea
59.0,55.0,79.0,20.36720401,16.89574311,8.766128654000000,3,82.254557700000000,winter,chickpea
36.0,76.0,75.0,18.38120357,16.63805158,8.736337905000000,3,70.52056697,winter,chickpea
57.0,68.0,81.0,17.17012591,17.30457712,8.081095263000000,3,72.78624223,winter,chickpea
35.0,66.0,81.0,19.37101121,15.77458129,6.138243973000000,3,85.24819851,winter,chickpea
35.0,64.0,78.0,17.92845928,14.27327988,7.496645259000000,3,85.37378769,winter,chickpea
52.0,60.0,79.0,19.45339934,18.23490739,8.380185271000000,3,75.631756600000000,winter,chickpea
27.0,76.0,83.0,19.12829388,14.92241479,6.289614016000000,3,89.61857826,winter,chickpea
57.0,60.0,84.0,19.103428300000000,17.26184541,6.586777189000000,3,75.49101167,winter,chickpea
52.0,68.0,78.0,17.48504075,16.96070581,6.89655198,3,86.05078037,winter,chickpea
43.0,79.0,79.0,19.40751744,18.98030507,7.8067477,3,80.25064637,winter,chickpea
44.0,74.0,85.0,20.18649426,19.63719995,7.150681303000000,3,78.26039559,winter,chickpea
24.0,55.0,78.0,17.30287885,15.15405941,6.64919573,3,75.57790384,winter,chickpea
29.0,77.0,75.0,17.50361137,15.48083156,7.77859161800000,3,72.944667100000000,winter,chickpea
20.0,60.0,78.0,18.17234999,14.70085967,6.358740355000000,3,90.776070700000000,winter,chickpea
56.0,67.0,78.0,17.57445618,16.71826572,8.255450758000000,3,77.81891424,winter,chickpea
37.0,66.0,85.0,20.93175255,18.91295403,6.456148474000000,3,78.06910795,winter,chickpea
49.0,71.0,76.0,19.71098332,17.63879418,6.613072145000000,3,85.57925437,winter,chickpea
59.0,69.0,80.0,19.07937684,17.86754927,8.165359297000000,3,69.40619137,winter,chickpea
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,3,76.32565249,winter,chickpea
24.0,56.0,85.0,18.19903647,17.41333199,6.545888558000000,3,80.640540300000000,winter,chickpea
51.0,72.0,75.0,18.88852533,14.99451145,7.1042248,3,80.111338,winter,chickpea
57.0,73.0,85.0,18.49311205,14.72115044,7.358099622000000,3,91.94595352,winter,chickpea
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245,3,87.51312796,winter,chickpea
52.0,73.0,79.0,17.25769499,18.74943955,7.84033938900000,3,94.00287214,winter,chickpea
29.0,75.0,75.0,19.62416326,18.71483156,7.064790365000000,3,88.458569200000000,winter,chickpea
44.0,59.0,78.0,20.67526473,19.85388984,7.599033472000000,3,84.78344008,winter,chickpea
41.0,69.0,82.0,20.02381489,16.63294455,6.71558723200000,3,68.97806542,winter,chickpea
52.0,56.0,85.0,20.11874460000000,14.44228303,6.81712422,3,88.68168643,winter,chickpea
34.0,76.0,80.0,20.65691793,15.84572566,7.985417393000000,3,65.23811143,winter,chickpea
42.0,74.0,83.0,19.258255700000000,14.280419100000000,7.545258424000000,3,65.78042032,winter,chickpea
34.0,71.0,79.0,17.927806000,15.85622899,7.728998197000000,3,74.63872762,winter,chickpea
27.0,73.0,79.0,19.16288268,15.83500655,7.354973451000000,3,82.69766829,winter,chickpea
30.0,70.0,79.0,20.26942271,19.96978871,7.313122235000000,3,69.64449182,winter,chickpea
57.0,57.0,75.0,17.09104223,18.25142068,7.785039076000000,3,87.27444866,winter,chickpea
27.0,79.0,82.0,17.06579293,17.54024066,6.30700492300000,3,70.87150577,winter,chickpea
32.0,71.0,85.0,20.62767492,14.44008871,6.4039823,3,92.06630306,winter,chickpea
31.0,76.0,82.0,20.824845100000000,17.85057083,7.599279991000000,3,79.20509212,winter,chickpea
33.0,75.0,84.0,19.46210401,18.72831993,7.217018459000000,3,68.81405149,winter,chickpea
47.0,80.0,77.0,17.18248372,16.42891834,7.561108006000000,3,72.85017344,winter,chickpea
54.0,62.0,80.0,17.48911699,16.39055394,7.489545074000000,3,79.45758333,winter,chickpea
47.0,79.0,78.0,17.48395377,14.76014523,6.609696734000000,3,65.11365631,winter,chickpea
35.0,57.0,83.0,19.48316794,17.44534641,7.476800943000000,3,80.498629100000000,winter,chickpea
53.0,73.0,77.0,19.71359733,18.09665739,7.325451279000000,3,73.64476535,winter,chickpea
45.0,61.0,78.0,19.48649305,16.06240074,6.489389282000000,3,81.528427,winter,chickpea
37.0,78.0,79.0,19.95264829,14.82633099,7.786366322000000,3,88.681031100000000,winter,chickpea
30.0,75.0,81.0,19.41789736,16.80472243,6.4084379,3,68.495118900000000,winter,chickpea
37.0,55.0,82.0,19.45591848,18.02235902,8.423873703000000,3,78.44910564,winter,chickpea
53.0,65.0,76.0,20.19137759,16.41998269,8.719960893000000,3,77.33795356,winter,chickpea
22.0,60.0,85.0,18.839290800000000,14.74071856,7.81199797700000,3,94.78189594,winter,chickpea
60.0,61.0,78.0,20.71219282,19.83643308,6.317153205000000,3,94.03659867,winter,chickpea
42.0,67.0,77.0,18.99424448,15.936293700000000,7.114405288000000,3,78.69707199,winter,chickpea
39.0,76.0,76.0,19.96837462,15.57324389,8.13590072600000,3,69.15759062,winter,chickpea
35.0,63.0,76.0,17.81564548,17.60756635,7.71415303800000,3,90.82097601,winter,chickpea
30.0,65.0,82.0,20.71424384,15.27824066,7.103798069000000,3,76.77888672,winter,chickpea
57.0,56.0,78.0,17.34150229,18.75626255,8.861479668000000,3,67.954543500000000,winter,chickpea
48.0,65.0,78.0,17.43732714,14.33847406,7.861128148000000,3,73.092670400000000,winter,chickpea
36.0,56.0,83.0,18.89780215,19.76182946,7.452670900000000,3,69.09512477,winter,chickpea
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055000000,3,89.60982451,winter,chickpea
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,3,81.78710463,winter,chickpea
18.0,30.0,29.0,26.76274930000000,92.86056895,6.4200187,120,224.590366400000000,year-round,coconut
37.0,23.0,28.0,25.61294367,94.313883700000000,5.7400546,120,224.320675900000000,year-round,coconut
13.0,28.0,33.0,28.13011500000000,95.64807631,5.68697296700000,120,151.076189900000000,year-round,coconut
2.0,21.0,35.0,25.02887163,91.53720922,6.29366236300000,120,179.824894400000000,year-round,coconut
10.0,18.0,35.0,27.79797651,99.64573002,6.381975465000000,120,181.694228300000000,year-round,coconut
7.0,11.0,32.0,29.25902906,95.11294697,5.54216913900000,120,184.762449600000000,year-round,coconut
39.0,5.0,31.0,27.10134661,93.69979946,5.551963184000000,120,150.950263200000000,year-round,coconut
34.0,6.0,27.0,25.84726298,90.92669463,5.8607405,120,147.888899400000000,year-round,coconut
31.0,30.0,29.0,26.58580443,90.98617591,5.558807063000000,120,178.811607600000000,year-round,coconut
25.0,7.0,35.0,28.38503882,99.18843684,5.55771171,120,189.671135,year-round,coconut
16.0,18.0,26.0,28.43647052,91.81320717,5.568365926000000,120,145.541441,year-round,coconut
26.0,10.0,33.0,28.27298134,96.93649473,6.07071786,120,198.823486200000000,year-round,coconut
27.0,8.0,32.0,27.00648436,96.46168931,5.62786054900000,120,144.333131500000000,year-round,coconut
37.0,18.0,30.0,27.63551259,99.34854917,6.38488418,120,157.917154,year-round,coconut
19.0,15.0,34.0,26.29644905,99.65809151,5.6858891,120,215.919504900000000,year-round,coconut
0.0,19.0,33.0,27.132600900000000,95.23797989,6.23445841700000,120,204.720656700000000,year-round,coconut
31.0,20.0,26.0,25.56567803,97.61361544,6.44316864200000,120,199.793634500000000,year-round,coconut
9.0,17.0,32.0,25.94951662,93.40548703,5.842317989000000,120,172.054049100000000,year-round,coconut
22.0,11.0,29.0,28.03380598,95.01630593,5.955742971000000,120,218.005571300000000,year-round,coconut
31.0,6.0,26.0,29.12859129,91.30924833,5.741367375000000,120,157.238855300000000,year-round,coconut
34.0,6.0,30.0,27.082825200000000,97.00155491,5.948342571000000,120,171.757554500000000,year-round,coconut
24.0,6.0,32.0,28.11321494,90.01734526,6.387067562000000,120,172.481364,year-round,coconut
1.0,8.0,26.0,27.513630400000000,94.18955816,5.562911913000000,120,156.673255300000000,year-round,coconut
31.0,13.0,33.0,27.63834933,95.48763389,5.85971872,120,205.546311100000000,year-round,coconut
10.0,9.0,28.0,29.01256899,94.01014388,6.28295507300000,120,150.050031,year-round,coconut
36.0,27.0,26.0,26.58413917,95.78923137,6.25449571,120,171.626229900000000,year-round,coconut
38.0,24.0,33.0,28.28905147,97.00396405,5.973853124000000,120,142.940323300000000,year-round,coconut
11.0,6.0,25.0,28.69164799,96.65248672,6.08156805200000,120,178.963545700000000,year-round,coconut
16.0,14.0,30.0,29.70931288,96.30484325,6.37466756,120,209.845399,year-round,coconut
33.0,14.0,35.0,27.14865285,96.66355213,6.027707171000000,120,149.243349700000000,year-round,coconut
16.0,6.0,29.0,29.28725038,91.95614918,5.86828508200000,120,132.149117600000000,year-round,coconut
32.0,11.0,31.0,25.06871967,93.31410447,6.20593163800000,120,134.841907,year-round,coconut
38.0,14.0,30.0,26.92449525,91.20106019,5.5707454,120,194.902213600000000,year-round,coconut
8.0,6.0,33.0,28.27804288,93.64761266,6.09526101300000,120,171.945795900000000,year-round,coconut
23.0,6.0,33.0,29.18032562,92.73041222,6.025789594000000,120,204.960367700000000,year-round,coconut
29.0,25.0,35.0,28.357507200000000,91.64509299,5.542873799000000,120,160.730699,year-round,coconut
24.0,14.0,33.0,29.38072512,93.27565685,6.366219551000000,120,218.524185100000000,year-round,coconut
32.0,12.0,30.0,25.39241091,98.08951196,5.579845008000000,120,218.080385000,year-round,coconut
30.0,25.0,31.0,26.31270635,98.62048026,5.804965067000000,120,208.118138100000000,year-round,coconut
14.0,21.0,35.0,29.52501367,91.91185319,6.121005506000000,120,194.310027200000000,year-round,coconut
27.0,22.0,29.0,28.83214859,92.17170353,6.000248647000000,120,145.417239,year-round,coconut
40.0,5.0,29.0,28.48444906,97.76865458,5.820978791000000,120,160.389421000,year-round,coconut
17.0,11.0,32.0,28.74013335,93.39676499,5.620733794000000,120,156.765082,year-round,coconut
30.0,30.0,35.0,25.00872392,95.59224018,6.001936419000000,120,165.809217900000000,year-round,coconut
28.0,10.0,30.0,29.869083400000000,91.14723422,6.30574052200000,120,192.767857500000000,year-round,coconut
39.0,7.0,29.0,27.54273211,94.59086121,6.362544111000000,120,150.201213800000000,year-round,coconut
32.0,20.0,35.0,26.52166434,98.38227669,5.588655387000000,120,144.626169800000000,year-round,coconut
7.0,15.0,32.0,25.03512351,95.89739958,6.18223276200000,120,174.796583000,year-round,coconut
29.0,17.0,29.0,29.20394909,95.66997327,5.959493188000000,120,211.250626700000000,year-round,coconut
34.0,15.0,34.0,27.05826457,91.10510371,5.67728267800000,120,224.700695,year-round,coconut
14.0,23.0,25.0,26.18552389,96.96637916,5.6121228,120,135.418622200000000,year-round,coconut
18.0,19.0,29.0,27.59376845,92.48519606,6.20607774200000,120,162.843273600000000,year-round,coconut
7.0,21.0,35.0,25.76011662,94.65830608,5.764812076000000,120,131.245141,year-round,coconut
24.0,27.0,34.0,28.87862994,95.11320315,6.203376525000000,120,145.058311700000000,year-round,coconut
39.0,29.0,29.0,26.50908611,94.48414544,6.143662699000000,120,199.877840300000000,year-round,coconut
29.0,8.0,28.0,26.87037587,91.72546257,6.100429497000000,120,214.412887400000000,year-round,coconut
10.0,24.0,27.0,27.57283516,94.90485697,5.7084096,120,145.929893500000000,year-round,coconut
0.0,29.0,32.0,28.05912437,98.367098500000000,5.868255858000000,120,171.651640,year-round,coconut
32.0,11.0,31.0,29.51611558,92.56492864,6.46122582700000,120,131.211616700000000,year-round,coconut
37.0,10.0,32.0,28.96318258,95.16333673,6.165084855000000,120,222.803013000,year-round,coconut
20.0,29.0,27.0,25.09897688,92.36099489,6.047044342000000,120,157.759262600000000,year-round,coconut
31.0,29.0,35.0,27.187228200000000,92.19906776,6.137102505000000,120,141.322057600000000,year-round,coconut
17.0,30.0,27.0,29.03065024,90.79093862,5.894027065000000,120,205.572036700000000,year-round,coconut
1.0,12.0,30.0,27.754298000,95.94643831,5.56222383,120,131.090008,year-round,coconut
6.0,13.0,29.0,27.31155708,99.96906006,5.83260802800000,120,201.825863300000000,year-round,coconut
15.0,28.0,32.0,28.84270971,99.64328526,6.2185719,120,224.401668200000000,year-round,coconut
27.0,24.0,29.0,26.61423461,96.97300803,6.142010637000000,120,191.006688000,year-round,coconut
3.0,23.0,30.0,29.70143197,95.65754365,6.078807239000000,120,215.196803700000000,year-round,coconut
8.0,26.0,26.0,25.54759871,91.64194826,5.702484758000000,120,212.867626000,year-round,coconut
20.0,28.0,26.0,26.37978453,91.49882979,5.547594847000000,120,167.047099700000000,year-round,coconut
26.0,18.0,27.0,27.45907759,92.90736493,5.836075368000000,120,142.143000300000000,year-round,coconut
1.0,6.0,35.0,27.02269204,95.71935435,6.231662767000000,120,147.168246,year-round,coconut
27.0,30.0,31.0,28.98545306,90.73966792,5.718120393000000,120,148.839837400000000,year-round,coconut
23.0,7.0,34.0,26.105511800000000,91.52421214,5.852038202000000,120,134.127966900000000,year-round,coconut
0.0,26.0,31.0,25.070724700000000,95.02156793,5.547933273000000,120,192.903630600000000,year-round,coconut
38.0,6.0,25.0,25.54963273,96.92786777,6.156259104000000,120,191.299615700000000,year-round,coconut
25.0,12.0,26.0,28.56973521,95.67906668,6.436314406000000,120,134.837035,year-round,coconut
40.0,5.0,32.0,26.07010807,96.703622300000000,5.981169595000000,120,143.533473000,year-round,coconut
0.0,19.0,31.0,25.51791333,94.38420565,6.27195283300000,120,178.729772500000000,year-round,coconut
26.0,9.0,32.0,25.949036400000000,94.73860514,6.470465614000000,120,144.157111,year-round,coconut
35.0,30.0,34.0,28.297476400000000,95.41122824,6.141502001000000,120,182.448235200000000,year-round,coconut
19.0,30.0,30.0,29.56549169,91.40896307,5.826381164000000,120,224.831573,year-round,coconut
31.0,13.0,33.0,29.69952329,95.21224392,6.342463714000000,120,148.300369,year-round,coconut
17.0,29.0,26.0,26.14162144,93.28415295,6.071897347000000,120,195.411502500000000,year-round,coconut
2.0,30.0,30.0,26.00175125,94.79998418,6.331051715000000,120,209.540094000,year-round,coconut
30.0,13.0,25.0,27.15116142,91.48889469,6.413184638000000,120,164.918222500000000,year-round,coconut
8.0,15.0,33.0,28.97318719,98.09861043,5.50158009,120,213.901102100000000,year-round,coconut
18.0,12.0,35.0,26.13958446,96.38580769,6.338720873000000,120,131.338793500000000,year-round,coconut
8.0,28.0,30.0,25.51618488,94.33465411,6.015672239000000,120,135.127249100000000,year-round,coconut
40.0,22.0,29.0,27.55821802,99.98187601,5.735364307000000,120,174.625648,year-round,coconut
27.0,10.0,33.0,27.81132822,97.48410555,6.465906333000000,120,154.062122,year-round,coconut
21.0,20.0,31.0,25.60033702,99.724010400000000,5.855457599000000,120,165.824873,year-round,coconut
3.0,9.0,35.0,26.91641934,99.84671638,6.31855297300000,120,225.632365600000000,year-round,coconut
22.0,16.0,27.0,29.179790200000000,90.27214288,6.006784979000000,120,188.925208300000000,year-round,coconut
27.0,8.0,30.0,26.44600063,98.29937782,6.00838628300000,120,221.225816800000000,year-round,coconut
22.0,8.0,33.0,28.43572863,95.884040700000000,5.665785202000000,120,203.928370800000000,year-round,coconut
28.0,27.0,32.0,28.94099669,93.00109012,5.764615485000000,120,191.772308700000000,year-round,coconut
23.0,21.0,26.0,26.45488737,93.45042636,5.90149554400000,120,149.222025500000000,year-round,coconut
37.0,5.0,34.0,25.79490531,93.84150618,5.779032666000000,120,152.423871,year-round,coconut
19.0,26.0,29.0,26.93141945,98.80313612,5.67154928,120,166.571287900000000,year-round,coconut
91.0,21.0,26.0,26.33377983,57.36469955,7.261313694000000,48,191.654941200000000,year-round,coffee
107.0,21.0,26.0,26.45288458,55.32222678,7.235070264000000,48,144.686134,year-round,coffee
83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,48,136.732509,year-round,coffee
108.0,24.0,31.0,24.12832546,56.18107663,6.43189974800000,48,147.275782,year-round,coffee
116.0,28.0,34.0,23.44372334,60.39523266,6.42321105,48,122.210324800000000,year-round,coffee
116.0,23.0,25.0,23.412370700000000,52.26994674,6.869720196000000,48,139.367075300000000,year-round,coffee
109.0,31.0,27.0,23.05951896,50.40609436,6.97383970700000,48,164.497187500000000,year-round,coffee
89.0,25.0,34.0,23.07895447,63.65861483,7.18480162700000,48,129.876544300000000,year-round,coffee
118.0,18.0,32.0,27.649611400000000,51.11044023,6.351823783000000,48,122.839282200000000,year-round,coffee
111.0,32.0,34.0,25.46743689,69.35161206,6.392048018000000,48,171.376446,year-round,coffee
84.0,36.0,28.0,26.735062200000000,55.55164819,6.119892347000000,48,140.630521,year-round,coffee
85.0,33.0,25.0,26.20811417,52.50987966,6.910823945000000,48,189.094482400000000,year-round,coffee
99.0,15.0,27.0,27.042416700000000,57.27927475,6.501157208000000,48,165.687211900000000,year-round,coffee
81.0,30.0,31.0,24.65090184,51.93952357,7.02758555900000,48,135.138653700000000,year-round,coffee
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,48,148.981253,year-round,coffee
81.0,34.0,30.0,25.17787724,62.26244581,6.6477660,48,135.011964900000000,year-round,coffee
80.0,15.0,28.0,23.11438731,68.00096043,6.703270635000000,48,161.894462400000000,year-round,coffee
104.0,20.0,26.0,27.22783677,52.95261751,7.493191968000000,48,175.726027300000000,year-round,coffee
109.0,29.0,28.0,23.26316991,60.516002,6.72468850300000,48,194.175547100000000,year-round,coffee
100.0,32.0,26.0,25.234661000,57.53161469,6.043485685000000,48,124.226173700000000,year-round,coffee
100.0,24.0,28.0,25.59535262,57.72920846,7.101661011000000,48,195.773325100000000,year-round,coffee
83.0,21.0,28.0,25.567483200000000,60.49244602,7.46690068300000,48,190.225784300000000,year-round,coffee
120.0,23.0,28.0,25.67324193,51.29043632,6.877799264000000,48,196.273636700000000,year-round,coffee
104.0,26.0,30.0,24.40726724,62.65692638,6.410992833000000,48,148.697735800000000,year-round,coffee
108.0,33.0,31.0,23.69287069,66.76090123,7.393825704000000,48,144.657642400000000,year-round,coffee
91.0,25.0,26.0,24.53460016,66.99765375,7.482414225000000,48,180.505925700000000,year-round,coffee
86.0,26.0,27.0,27.13140403,52.89368299,6.081172981000000,48,192.428038100000000,year-round,coffee
98.0,18.0,27.0,27.56088634,68.49299897,6.516312148000000,48,167.435808,year-round,coffee
111.0,27.0,31.0,23.59302313,55.27564977,6.0433310,48,191.398067500000000,year-round,coffee
84.0,39.0,35.0,23.17714381,52.13864034,6.959404135000000,48,117.311356200000000,year-round,coffee
98.0,27.0,27.0,24.71384065,51.29142534,7.238109556000000,48,197.643971100000000,year-round,coffee
118.0,21.0,34.0,24.38534644,64.72543073,7.234258375000000,48,119.632410900000000,year-round,coffee
103.0,27.0,31.0,27.15998538,51.59100753,6.691541233000000,48,126.175220600000000,year-round,coffee
82.0,24.0,33.0,26.53543168,67.09608099,6.809593554000000,48,120.649443400000000,year-round,coffee
86.0,31.0,35.0,27.01207284,60.76645256,6.485761419000000,48,191.450893100000000,year-round,coffee
88.0,35.0,35.0,27.55906475,58.45742907,6.784460602000000,48,117.938999300000000,year-round,coffee
84.0,27.0,29.0,23.32293161,53.00366334,7.167092586000000,48,168.264429,year-round,coffee
120.0,40.0,33.0,24.23850608,54.30329632,6.73410539,48,115.156401200000000,year-round,coffee
106.0,40.0,30.0,23.42611644,64.10651528,6.779984384000000,48,122.684740800000000,year-round,coffee
113.0,21.0,33.0,26.02241444,55.83288958,7.27742273800000,48,176.902092,year-round,coffee
117.0,34.0,25.0,24.83846178,56.768531600000000,7.21270048,48,124.413503500000000,year-round,coffee
80.0,30.0,25.0,26.24092174,65.64381357,7.487266991000000,48,148.377120,year-round,coffee
88.0,21.0,27.0,24.43011925,66.02411187,7.231166546000000,48,181.636827400000000,year-round,coffee
113.0,33.0,34.0,26.00373964,62.14451020000000,6.55981716100000,48,153.477776000,year-round,coffee
87.0,23.0,28.0,26.22367404,62.26594559,6.979590627000000,48,193.746196800000000,year-round,coffee
113.0,15.0,29.0,27.09617155,63.55324262,6.779230041000000,48,190.244056600000000,year-round,coffee
98.0,29.0,30.0,25.64004392,61.03273481,6.217974349000000,48,199.473563600000000,year-round,coffee
97.0,29.0,27.0,27.74576987,54.36976075,7.205078785000000,48,139.861943100000000,year-round,coffee
85.0,35.0,32.0,26.24928198,54.28617819,6.854011265000000,48,133.112023200000000,year-round,coffee
82.0,29.0,35.0,26.67377159,52.24226285,6.246872394000000,48,156.154390,year-round,coffee
103.0,33.0,25.0,27.10210397,55.749733,6.911066044000000,48,139.501317100000000,year-round,coffee
112.0,17.0,28.0,27.62975458,61.26002598,6.777417989000000,48,196.649266400000000,year-round,coffee
99.0,19.0,33.0,27.53645470000000,55.51673151,6.273741983000000,48,130.637714300000000,year-round,coffee
120.0,20.0,34.0,23.56960509,50.56339727,6.90612458700000,48,130.379711900000000,year-round,coffee
114.0,27.0,28.0,24.99451759,57.93250202,7.162802357000000,48,192.873682200000000,year-round,coffee
100.0,40.0,35.0,27.56441788,54.41094079,6.9557874,48,177.816092000,year-round,coffee
108.0,35.0,25.0,23.98143338,61.10935084,6.971963169000000,48,161.527909500000000,year-round,coffee
115.0,31.0,30.0,24.22984659,67.37768353,6.84092796700000,48,122.407341800000000,year-round,coffee
87.0,28.0,30.0,25.60153969,68.66257977,6.536676653000000,48,168.838360500000000,year-round,coffee
82.0,24.0,26.0,24.31274458,53.57285558,6.08944360300000,48,184.410393100000000,year-round,coffee
94.0,26.0,27.0,26.36629861,52.25738495,7.456460375000000,48,177.317616,year-round,coffee
87.0,28.0,35.0,26.560277700000000,57.162181400000000,6.759211911000000,48,152.061622700000000,year-round,coffee
118.0,40.0,35.0,26.35034208,58.50650238,7.46017481200000,48,121.558629700000000,year-round,coffee
87.0,38.0,29.0,25.20406808,57.88370456,6.652642579000000,48,156.145725500000000,year-round,coffee
92.0,40.0,30.0,23.35723208,55.18792166,6.026287448000000,48,171.697694600000000,year-round,coffee
97.0,22.0,26.0,23.60567546,59.68849145,6.07419014200000,48,185.156805900000000,year-round,coffee
99.0,40.0,32.0,24.18471151,69.94807345,7.0455431,48,163.270873,year-round,coffee
89.0,28.0,33.0,26.44414097,53.83876189,6.9932360,48,175.372331400000000,year-round,coffee
112.0,39.0,29.0,26.12492233,63.37479229,6.726528895000000,48,147.803530500000000,year-round,coffee
111.0,28.0,26.0,27.77363343,64.47858698,6.937352845000000,48,192.712123600000000,year-round,coffee
